item_name	data_key	data_value	data_type	data_group
OP8	percent_completion	100	float	default
OP8	percent_redundancy	280.281690140845	float	default
OP8	num_genes	7990	int	default
OP8	avg_gene_length	726.847434292866	float	default
OP8	num_genes_per_kb	1.21373621273894	float	default
OP8	singleton_gene_clusters	1279	int	default
OP8	num_gene_clusters	5816	int	default
PB	total_length	2584224	int	default
PB	gc_content	0.400019889916664	float	default
PB	percent_completion	100	float	default
PB	percent_redundancy	2.8169014084507	float	default
PB	num_genes	2300	int	default
PB	avg_gene_length	986.835652173913	float	default
PB	num_genes_per_kb	0.890015726190918	float	default
PB	singleton_gene_clusters	41	int	default
PB	num_gene_clusters	2147	int	default
PD	total_length	3003828	int	default
PD	gc_content	0.402255855613522	float	default
PD	percent_completion	98.5915492957746	float	default
PD	percent_redundancy	2.8169014084507	float	default
PD	num_genes	2639	int	default
PD	avg_gene_length	975.286472148541	float	default
PD	num_genes_per_kb	0.87854564242693	float	default
PD	singleton_gene_clusters	167	int	default
PD	num_gene_clusters	2258	int	default
RP1	total_length	2368205	int	default
RP1	gc_content	0.393544477779584	float	default
RP1	percent_completion	100	float	default
RP1	percent_redundancy	2.8169014084507	float	default
RP1	num_genes	2128	int	default
RP1	avg_gene_length	968.048402255639	float	default
RP1	num_genes_per_kb	0.898570858519427	float	default
RP1	singleton_gene_clusters	1	int	default
RP1	num_gene_clusters	1995	int	default
RP3	total_length	2370027	int	default
RP3	gc_content	0.393516192009627	float	default
RP3	percent_completion	100	float	default
RP3	percent_redundancy	2.8169014084507	float	default
RP3	num_genes	2150	int	default
RP3	avg_gene_length	958.862790697674	float	default
RP3	num_genes_per_kb	0.907162661016098	float	default
RP3	singleton_gene_clusters	3	int	default
RP3	num_gene_clusters	1999	int	default
SP1	total_length	4395661	int	default
SP1	gc_content	0.407843552994646	float	default
SP1	percent_completion	100	float	default
SP1	percent_redundancy	101.408450704225	float	default
SP1	num_genes	4051	int	default
SP1	avg_gene_length	945.664280424587	float	default
SP1	num_genes_per_kb	0.921590632216634	float	default
SP1	singleton_gene_clusters	46	int	default
SP1	num_gene_clusters	3626	int	default
SP2	total_length	2265609	int	default
SP2	gc_content	0.39467887000802	float	default
SP2	percent_completion	100	float	default
SP2	percent_redundancy	2.8169014084507	float	default
SP2	num_genes	2026	int	default
SP2	avg_gene_length	973.226061204344	float	default
SP2	num_genes_per_kb	0.894240797948808	float	default
SP2	singleton_gene_clusters	0	int	default
SP2	num_gene_clusters	1891	int	default
SP3	total_length	2268153	int	default
SP3	gc_content	0.394755556613685	float	default
SP3	percent_completion	100	float	default
SP3	percent_redundancy	2.8169014084507	float	default
SP3	num_genes	2045	int	default
SP3	avg_gene_length	965.423471882641	float	default
SP3	num_genes_per_kb	0.901614661797507	float	default
SP3	singleton_gene_clusters	1	int	default
SP3	num_gene_clusters	1893	int	default
SP4	total_length	4018643	int	default
SP4	gc_content	0.402778997786069	float	default
SP4	percent_completion	100	float	default
SP4	percent_redundancy	101.408450704225	float	default
SP4	num_genes	3496	int	default
SP4	avg_gene_length	1006.37986270023	float	default
SP4	num_genes_per_kb	0.869945401967779	float	default
SP4	singleton_gene_clusters	8	int	default
SP4	num_gene_clusters	3280	int	default
SP5	total_length	5854052	int	default
SP5	gc_content	0.40871963556183	float	default
SP5	percent_completion	100	float	default
SP5	percent_redundancy	198.591549295775	float	default
SP5	num_genes	6082	int	default
SP5	avg_gene_length	842.677902005919	float	default
SP5	num_genes_per_kb	1.03893849935054	float	default
SP5	singleton_gene_clusters	83	int	default
SP5	num_gene_clusters	4197	int	default
SP6	total_length	4475255	int	default
SP6	gc_content	0.406115629165265	float	default
SP6	percent_completion	100	float	default
SP6	percent_redundancy	102.816901408451	float	default
SP6	num_genes	4066	int	default
SP6	avg_gene_length	962.342597147073	float	default
SP6	num_genes_per_kb	0.908551579742383	float	default
SP6	singleton_gene_clusters	6	int	default
SP6	num_gene_clusters	3665	int	default
SP7	total_length	2266993	int	default
SP7	gc_content	0.394675237197468	float	default
SP7	percent_completion	100	float	default
SP7	percent_redundancy	2.8169014084507	float	default
SP7	num_genes	2040	int	default
SP7	avg_gene_length	967.210294117647	float	default
SP7	num_genes_per_kb	0.89987044512268	float	default
SP7	singleton_gene_clusters	0	int	default
SP7	num_gene_clusters	1892	int	default
SP8	total_length	2563796	int	default
SP8	gc_content	0.395850527889114	float	default
SP8	percent_completion	100	float	default
SP8	percent_redundancy	2.8169014084507	float	default
SP8	num_genes	2418	int	default
SP8	avg_gene_length	922.240694789082	float	default
SP8	num_genes_per_kb	0.9431327609529	float	default
SP8	singleton_gene_clusters	51	int	default
SP8	num_gene_clusters	2198	int	default
TP1	total_length	5402543	int	default
TP1	gc_content	0.493435036056168	float	default
TP1	percent_completion	100	float	default
TP1	percent_redundancy	107.042253521127	float	default
TP1	num_genes	5403	int	default
TP1	avg_gene_length	877.53248195447	float	default
TP1	num_genes_per_kb	1.0000845897941	float	default
TP1	singleton_gene_clusters	17	int	default
TP1	num_gene_clusters	4638	int	default
TP10	total_length	5407594	int	default
TP10	gc_content	0.493513936142395	float	default
TP10	percent_completion	100	float	default
TP10	percent_redundancy	109.859154929577	float	default
TP10	num_genes	5344	int	default
TP10	avg_gene_length	888.486714071856	float	default
TP10	num_genes_per_kb	0.988239871558405	float	default
TP10	singleton_gene_clusters	22	int	default
TP10	num_gene_clusters	4653	int	default
TP11	total_length	4904834	int	default
TP11	gc_content	0.482541101289055	float	default
TP11	percent_completion	100	float	default
TP11	percent_redundancy	118.30985915493	float	default
TP11	num_genes	7143	int	default
TP11	avg_gene_length	600.270054598908	float	default
TP11	num_genes_per_kb	1.45631839935867	float	default
TP11	singleton_gene_clusters	142	int	default
TP11	num_gene_clusters	4952	int	default
TP12	total_length	7061795	int	default
TP12	gc_content	0.474121522927244	float	default
TP12	percent_completion	100	float	default
TP12	percent_redundancy	201.408450704225	float	default
TP12	num_genes	6971	int	default
TP12	avg_gene_length	890.612681107445	float	default
TP12	num_genes_per_kb	0.987142787350808	float	default
TP12	singleton_gene_clusters	28	int	default
TP12	num_gene_clusters	5930	int	default
TP13	total_length	3886932	int	default
TP13	gc_content	0.451137040730324	float	default
TP13	percent_completion	98.5915492957746	float	default
TP13	percent_redundancy	49.2957746478873	float	default
TP13	num_genes	5731	int	default
TP13	avg_gene_length	588.824463444425	float	default
TP13	num_genes_per_kb	1.47442764627732	float	default
TP13	singleton_gene_clusters	143	int	default
TP13	num_gene_clusters	4388	int	default
TP14	total_length	5435704	int	default
TP14	gc_content	0.493610763205649	float	default
TP14	percent_completion	100	float	default
TP14	percent_redundancy	107.042253521127	float	default
TP14	num_genes	5130	int	default
TP14	avg_gene_length	930.857894736842	float	default
TP14	num_genes_per_kb	0.94375999870486	float	default
TP14	singleton_gene_clusters	18	int	default
TP14	num_gene_clusters	4641	int	default
TP15	total_length	4790290	int	default
TP15	gc_content	0.479839425170501	float	default
TP15	percent_completion	100	float	default
TP15	percent_redundancy	107.042253521127	float	default
TP15	num_genes	7027	int	default
TP15	avg_gene_length	595.841753237512	float	default
TP15	num_genes_per_kb	1.46692580198694	float	default
TP15	singleton_gene_clusters	147	int	default
TP15	num_gene_clusters	4906	int	default
TP16	total_length	5422594	int	default
TP16	gc_content	0.493679593198384	float	default
TP16	percent_completion	100	float	default
TP16	percent_redundancy	108.450704225352	float	default
TP16	num_genes	5246	int	default
TP16	avg_gene_length	908.113038505528	float	default
TP16	num_genes_per_kb	0.967433667355513	float	default
TP16	singleton_gene_clusters	19	int	default
TP16	num_gene_clusters	4642	int	default
TP17	total_length	5368586	int	default
TP17	gc_content	0.492666597871395	float	default
TP17	percent_completion	100	float	default
TP17	percent_redundancy	108.450704225352	float	default
TP17	num_genes	5814	int	default
TP17	avg_gene_length	809.622291021672	float	default
TP17	num_genes_per_kb	1.0829667253165	float	default
TP17	singleton_gene_clusters	34	int	default
TP17	num_gene_clusters	4715	int	default
TP18	total_length	6809258	int	default
TP18	gc_content	0.480279789662838	float	default
TP18	percent_completion	100	float	default
TP18	percent_redundancy	205.633802816901	float	default
TP18	num_genes	6588	int	default
TP18	avg_gene_length	905.627049180328	float	default
TP18	num_genes_per_kb	0.967506298043047	float	default
TP18	singleton_gene_clusters	114	int	default
TP18	num_gene_clusters	5763	int	default
TP2	total_length	5327012	int	default
TP2	gc_content	0.491893391642444	float	default
TP2	percent_completion	100	float	default
TP2	percent_redundancy	118.30985915493	float	default
TP2	num_genes	6164	int	default
TP2	avg_gene_length	757.067326411421	float	default
TP2	num_genes_per_kb	1.15712147823207	float	default
TP2	singleton_gene_clusters	64	int	default
TP2	num_gene_clusters	4780	int	default
TP3	total_length	4990285	int	default
TP3	gc_content	0.474467289944362	float	default
TP3	percent_completion	100	float	default
TP3	percent_redundancy	132.394366197183	float	default
TP3	num_genes	7735	int	default
TP3	avg_gene_length	563.66102133161	float	default
TP3	num_genes_per_kb	1.55001167268002	float	default
TP3	singleton_gene_clusters	233	int	default
TP3	num_gene_clusters	5429	int	default
TP4	total_length	4333108	int	default
TP4	gc_content	0.467107674214444	float	default
TP4	percent_completion	100	float	default
TP4	percent_redundancy	102.816901408451	float	default
TP4	num_genes	6623	int	default
TP4	avg_gene_length	570.371885852333	float	default
TP4	num_genes_per_kb	1.52846409551758	float	default
TP4	singleton_gene_clusters	174	int	default
TP4	num_gene_clusters	4749	int	default
TP5	total_length	4908982	int	default
TP5	gc_content	0.482862027198307	float	default
TP5	percent_completion	100	float	default
TP5	percent_redundancy	107.042253521127	float	default
TP5	num_genes	7088	int	default
TP5	avg_gene_length	605.400253950339	float	default
TP5	num_genes_per_kb	1.44388388468322	float	default
TP5	singleton_gene_clusters	133	int	default
TP5	num_gene_clusters	4902	int	default
TP6	total_length	5424511	int	default
TP6	gc_content	0.493767087945807	float	default
TP6	percent_completion	100	float	default
TP6	percent_redundancy	107.042253521127	float	default
TP6	num_genes	5052	int	default
TP6	avg_gene_length	943.035035629454	float	default
TP6	num_genes_per_kb	0.931328187923299	float	default
TP6	singleton_gene_clusters	8	int	default
TP6	num_gene_clusters	4589	int	default
TP7	total_length	3575951	int	default
TP7	gc_content	0.438066125626442	float	default
TP7	percent_completion	100	float	default
TP7	percent_redundancy	45.0704225352113	float	default
TP7	num_genes	4910	int	default
TP7	avg_gene_length	630.915885947047	float	default
TP7	num_genes_per_kb	1.37306131991182	float	default
TP7	singleton_gene_clusters	104	int	default
TP7	num_gene_clusters	3943	int	default
TP8	total_length	6934452	int	default
TP8	gc_content	0.471999661977616	float	default
TP8	percent_completion	100	float	default
TP8	percent_redundancy	208.450704225352	float	default
TP8	num_genes	7750	int	default
TP8	avg_gene_length	785.509161290323	float	default
TP8	num_genes_per_kb	1.1176081397636	float	default
TP8	singleton_gene_clusters	82	int	default
TP8	num_gene_clusters	6066	int	default
TP9	total_length	5328829	int	default
TP9	gc_content	0.492139830345466	float	default
TP9	percent_completion	100	float	default
TP9	percent_redundancy	125.352112676056	float	default
TP9	num_genes	6186	int	default
TP9	avg_gene_length	754.950048496605	float	default
TP9	num_genes_per_kb	1.16085541495139	float	default
TP9	singleton_gene_clusters	54	int	default
TP9	num_gene_clusters	4782	int	default
UP1	total_length	2709433	int	default
UP1	gc_content	0.398694117920613	float	default
UP1	percent_completion	100	float	default
UP1	percent_redundancy	26.7605633802817	float	default
UP1	num_genes	3025	int	default
UP1	avg_gene_length	778.506446280992	float	default
UP1	num_genes_per_kb	1.11646975584929	float	default
UP1	singleton_gene_clusters	102	int	default
UP1	num_gene_clusters	2704	int	default
UP2	total_length	4505754	int	default
UP2	gc_content	0.406679769911984	float	default
UP2	percent_completion	100	float	default
UP2	percent_redundancy	126.760563380282	float	default
UP2	num_genes	4807	int	default
UP2	avg_gene_length	818.342209278136	float	default
UP2	num_genes_per_kb	1.06685806637468	float	default
UP2	singleton_gene_clusters	206	int	default
UP2	num_gene_clusters	4122	int	default
UP3	total_length	4035023	int	default
UP3	gc_content	0.406956044612385	float	default
UP3	percent_completion	100	float	default
UP3	percent_redundancy	94.3661971830986	float	default
UP3	num_genes	6163	int	default
UP3	avg_gene_length	567.951160149278	float	default
UP3	num_genes_per_kb	1.5273766717067	float	default
UP3	singleton_gene_clusters	1001	int	default
UP3	num_gene_clusters	4204	int	default
UP4	total_length	4660770	int	default
UP4	gc_content	0.407326900919805	float	default
UP4	percent_completion	100	float	default
UP4	percent_redundancy	133.802816901408	float	default
UP4	num_genes	5313	int	default
UP4	avg_gene_length	765.25578769057	float	default
UP4	num_genes_per_kb	1.13994039611481	float	default
UP4	singleton_gene_clusters	303	int	default
UP4	num_gene_clusters	4349	int	default
VM	total_length	1864885	int	default
VM	gc_content	0.370868981197232	float	default
VM	percent_completion	100	float	default
VM	percent_redundancy	-1	float	default
VM	num_genes	1619	int	default
VM	avg_gene_length	974.306979617048	float	default
VM	num_genes_per_kb	0.868150046785727	float	default
VM	singleton_gene_clusters	948	int	default
VM	num_gene_clusters	1588	int	default
XP1	total_length	2777477	int	default
XP1	gc_content	0.397191407885646	float	default
XP1	percent_completion	98.5915492957746	float	default
XP1	percent_redundancy	2.8169014084507	float	default
XP1	num_genes	2540	int	default
XP1	avg_gene_length	947.003149606299	float	default
XP1	num_genes_per_kb	0.914499021954097	float	default
XP1	singleton_gene_clusters	0	int	default
XP1	num_gene_clusters	2221	int	default
XP10	total_length	2970704	int	default
XP10	gc_content	0.399381426086207	float	default
XP10	percent_completion	98.5915492957746	float	default
XP10	percent_redundancy	16.9014084507042	float	default
XP10	num_genes	3207	int	default
XP10	avg_gene_length	801.843779232928	float	default
XP10	num_genes_per_kb	1.07954208834	float	default
XP10	singleton_gene_clusters	50	int	default
XP10	num_gene_clusters	2775	int	default
XP11	total_length	2778577	int	default
XP11	gc_content	0.397212314072995	float	default
XP11	percent_completion	98.5915492957746	float	default
XP11	percent_redundancy	2.8169014084507	float	default
XP11	num_genes	2550	int	default
XP11	avg_gene_length	943.265882352941	float	default
XP11	num_genes_per_kb	0.91773594901275	float	default
XP11	singleton_gene_clusters	1	int	default
XP11	num_gene_clusters	2222	int	default
XP12	total_length	2777647	int	default
XP12	gc_content	0.397163138440558	float	default
XP12	percent_completion	98.5915492957746	float	default
XP12	percent_redundancy	2.8169014084507	float	default
XP12	num_genes	2530	int	default
XP12	avg_gene_length	949.937549407115	float	default
XP12	num_genes_per_kb	0.910842882482907	float	default
XP12	singleton_gene_clusters	3	int	default
XP12	num_gene_clusters	2210	int	default
XP2	total_length	2778314	int	default
XP2	gc_content	0.397197005090137	float	default
XP2	percent_completion	98.5915492957746	float	default
XP2	percent_redundancy	2.8169014084507	float	default
XP2	num_genes	2546	int	default
XP2	avg_gene_length	944.896307934014	float	default
XP2	num_genes_per_kb	0.916383101406105	float	default
XP2	singleton_gene_clusters	1	int	default
XP2	num_gene_clusters	2224	int	default
XP3	total_length	5542886	int	default
XP3	gc_content	0.433076559756055	float	default
XP3	percent_completion	100	float	default
XP3	percent_redundancy	185.915492957746	float	default
XP3	num_genes	7290	int	default
XP3	avg_gene_length	666.048559670782	float	default
XP3	num_genes_per_kb	1.3151993383952	float	default
XP3	singleton_gene_clusters	2843	int	default
XP3	num_gene_clusters	6554	int	default
XP4	total_length	6005248	int	default
XP4	gc_content	0.410593867230795	float	default
XP4	percent_completion	100	float	default
XP4	percent_redundancy	198.591549295775	float	default
XP4	num_genes	5226	int	default
XP4	avg_gene_length	1008.2588978186	float	default
XP4	num_genes_per_kb	0.870238831102396	float	default
XP4	singleton_gene_clusters	128	int	default
XP4	num_gene_clusters	3889	int	default
XP5	total_length	2779308	int	default
XP5	gc_content	0.397247804129661	float	default
XP5	percent_completion	98.5915492957746	float	default
XP5	percent_redundancy	2.8169014084507	float	default
XP5	num_genes	2561	int	default
XP5	avg_gene_length	940.074189769621	float	default
XP5	num_genes_per_kb	0.921452390307228	float	default
XP5	singleton_gene_clusters	2	int	default
XP5	num_gene_clusters	2224	int	default
XP6	total_length	2800154	int	default
XP6	gc_content	0.397273864223182	float	default
XP6	percent_completion	98.5915492957746	float	default
XP6	percent_redundancy	2.8169014084507	float	default
XP6	num_genes	2647	int	default
XP6	avg_gene_length	916.230827351719	float	default
XP6	num_genes_per_kb	0.945305151073834	float	default
XP6	singleton_gene_clusters	6	int	default
XP6	num_gene_clusters	2269	int	default
XP7	total_length	2779486	int	default
XP7	gc_content	0.397209052321185	float	default
XP7	percent_completion	98.5915492957746	float	default
XP7	percent_redundancy	2.8169014084507	float	default
XP7	num_genes	2541	int	default
XP7	avg_gene_length	946.459268004723	float	default
XP7	num_genes_per_kb	0.914197804917888	float	default
XP7	singleton_gene_clusters	0	int	default
XP7	num_gene_clusters	2219	int	default
XP8	total_length	2779583	int	default
XP8	gc_content	0.397225051383607	float	default
XP8	percent_completion	98.5915492957746	float	default
XP8	percent_redundancy	2.8169014084507	float	default
XP8	num_genes	2548	int	default
XP8	avg_gene_length	944.949372056515	float	default
XP8	num_genes_per_kb	0.916684265229712	float	default
XP8	singleton_gene_clusters	0	int	default
XP8	num_gene_clusters	2219	int	default
XP9	total_length	2781169	int	default
XP9	gc_content	0.397194848640985	float	default
XP9	percent_completion	98.5915492957746	float	default
XP9	percent_redundancy	2.8169014084507	float	default
XP9	num_genes	2574	int	default
XP9	avg_gene_length	935.611888111888	float	default
XP9	num_genes_per_kb	0.925510100249212	float	default
XP9	singleton_gene_clusters	3	int	default
XP9	num_gene_clusters	2227	int	default
XP2	XP2	1.0	float	ANI_alignment_coverage
XP2	SP7	0.2823471357089227	float	ANI_alignment_coverage
XP2	NP8	0.32353866409628285	float	ANI_alignment_coverage
XP2	TP5	0.8428147430420032	float	ANI_alignment_coverage
XP2	TP16	0.8430702937105021	float	ANI_alignment_coverage
XP2	TP15	0.8442011954012397	float	ANI_alignment_coverage
XP2	XP5	0.9980696926265353	float	ANI_alignment_coverage
XP2	SP6	0.3258353807381023	float	ANI_alignment_coverage
XP2	SP1	0.32516015108443463	float	ANI_alignment_coverage
XP2	UP1	0.2950681600423854	float	ANI_alignment_coverage
XP2	OP4	0.3322313460609564	float	ANI_alignment_coverage
XP2	TP1	0.843553320467017	float	ANI_alignment_coverage
XP2	NP2	0.3226100433572303	float	ANI_alignment_coverage
XP2	OP7	0.3364011411237175	float	ANI_alignment_coverage
XP2	XP11	0.9950189215473845	float	ANI_alignment_coverage
XP2	TP12	0.8416881605174937	float	ANI_alignment_coverage
XP2	TP9	0.8431836718239911	float	ANI_alignment_coverage
XP2	TP14	0.8426056234104569	float	ANI_alignment_coverage
XP2	NP1	0.32330290960632957	float	ANI_alignment_coverage
XP2	XP1	0.9974113797072613	float	ANI_alignment_coverage
XP2	NP4	0.323457679729505	float	ANI_alignment_coverage
XP2	OP8	0.33164717882859895	float	ANI_alignment_coverage
XP2	TP18	0.8426426962539152	float	ANI_alignment_coverage
XP2	UP2	0.29448867190677513	float	ANI_alignment_coverage
XP2	SP2	0.2823770099420008	float	ANI_alignment_coverage
XP2	TP8	0.8426848081246396	float	ANI_alignment_coverage
XP2	SP3	0.2816211558520743	float	ANI_alignment_coverage
XP2	TP17	0.8369370776665273	float	ANI_alignment_coverage
XP2	OP1	0.3349340643282221	float	ANI_alignment_coverage
XP2	SP8	0.3083438373056465	float	ANI_alignment_coverage
XP2	OP3	0.3366764879707621	float	ANI_alignment_coverage
XP2	OP5	0.33581697389136	float	ANI_alignment_coverage
XP2	XP6	0.9951636136160276	float	ANI_alignment_coverage
XP2	TP13	0.8398075235556528	float	ANI_alignment_coverage
XP2	TP11	0.844864907278299	float	ANI_alignment_coverage
XP2	XP4	0.9976860066932679	float	ANI_alignment_coverage
XP2	XP12	0.9974887647688491	float	ANI_alignment_coverage
XP2	VM	0.0018655198800423566	float	ANI_alignment_coverage
XP2	RP1	0.28954538615865594	float	ANI_alignment_coverage
XP2	SP5	0.3255578743079436	float	ANI_alignment_coverage
XP2	TP3	0.8401454983130057	float	ANI_alignment_coverage
XP2	XP9	0.9951862892387253	float	ANI_alignment_coverage
XP2	PD	0.8405680567423265	float	ANI_alignment_coverage
XP2	SP4	0.2819357351256913	float	ANI_alignment_coverage
XP2	XP7	0.9967073556120727	float	ANI_alignment_coverage
XP2	PB	0.325713364292157	float	ANI_alignment_coverage
XP2	UP4	0.29535178529136735	float	ANI_alignment_coverage
XP2	UP3	0.3021134400215382	float	ANI_alignment_coverage
XP2	TP2	0.8423482730893628	float	ANI_alignment_coverage
XP2	TP10	0.8421769461623129	float	ANI_alignment_coverage
XP2	XP3	0.9963096323885637	float	ANI_alignment_coverage
XP2	RP3	0.28951479206453984	float	ANI_alignment_coverage
XP2	OP2	0.3355182315605795	float	ANI_alignment_coverage
XP2	NP5	0.32339577168023487	float	ANI_alignment_coverage
XP2	XP8	0.9978486952878617	float	ANI_alignment_coverage
XP2	OP6	0.3396149607279811	float	ANI_alignment_coverage
XP2	TP6	0.8412803592394524	float	ANI_alignment_coverage
XP2	TP4	0.8417659055096004	float	ANI_alignment_coverage
XP2	TP7	0.8404096873139609	float	ANI_alignment_coverage
XP2	XP10	0.9968207337255616	float	ANI_alignment_coverage
SP7	XP2	0.3533808882515297	float	ANI_alignment_coverage
SP7	SP7	1.0	float	ANI_alignment_coverage
SP7	NP8	0.901493299714644	float	ANI_alignment_coverage
SP7	TP5	0.3491620838705722	float	ANI_alignment_coverage
SP7	TP16	0.3484439519663272	float	ANI_alignment_coverage
SP7	TP15	0.3490522467427116	float	ANI_alignment_coverage
SP7	XP5	0.35359791582947103	float	ANI_alignment_coverage
SP7	SP6	0.9153879169454868	float	ANI_alignment_coverage
SP7	SP1	0.914598324741188	float	ANI_alignment_coverage
SP7	UP1	0.8900411249615681	float	ANI_alignment_coverage
SP7	OP4	0.908266148153082	float	ANI_alignment_coverage
SP7	TP1	0.3491197370260958	float	ANI_alignment_coverage
SP7	NP2	0.8998192760189379	float	ANI_alignment_coverage
SP7	OP7	0.9122732183116578	float	ANI_alignment_coverage
SP7	XP11	0.35206151937831304	float	ANI_alignment_coverage
SP7	TP12	0.34884536476292605	float	ANI_alignment_coverage
SP7	TP9	0.3482203076939364	float	ANI_alignment_coverage
SP7	TP14	0.3485149711534178	float	ANI_alignment_coverage
SP7	NP1	0.9011276170680721	float	ANI_alignment_coverage
SP7	XP1	0.35308357811426855	float	ANI_alignment_coverage
SP7	NP4	0.9015775522906334	float	ANI_alignment_coverage
SP7	OP8	0.9037526803126432	float	ANI_alignment_coverage
SP7	TP18	0.34881889798512833	float	ANI_alignment_coverage
SP7	UP2	0.8912784468236117	float	ANI_alignment_coverage
SP7	SP2	0.999053371580768	float	ANI_alignment_coverage
SP7	TP8	0.34863451276647084	float	ANI_alignment_coverage
SP7	SP3	0.9974847738832895	float	ANI_alignment_coverage
SP7	TP17	0.3479587277067022	float	ANI_alignment_coverage
SP7	OP1	0.9107959309975814	float	ANI_alignment_coverage
SP7	SP8	0.9186697973924048	float	ANI_alignment_coverage
SP7	OP3	0.9115264140647986	float	ANI_alignment_coverage
SP7	OP5	0.9109719350699362	float	ANI_alignment_coverage
SP7	XP6	0.3535604212275909	float	ANI_alignment_coverage
SP7	TP13	0.3488233091147613	float	ANI_alignment_coverage
SP7	TP11	0.3491594371927924	float	ANI_alignment_coverage
SP7	XP4	0.3533773593478233	float	ANI_alignment_coverage
